name,within,within1,lat,long
Greenan,Kilbeggan,Kilbeggan,53.394001286,-7.5142369672
Castlequarter,Kilrossanty,Mountkennedy,52.134198102,-7.5192477439
Robertstown,Kilrossanty,Foxâs Castle,52.1538579271,-7.5200391193
Aghamore,Offerlane,Lacka,53.0218167961,-7.5228670794
Relagh,Kilskeery,Kilskeery,54.4327371118,-7.5177391116
Moness,Taughboyne,St Johnstown,54.9187972811,-7.4849030577
Keelagh,Killashandra,Killashandra,54.0134934516,-7.5169364068
Mountjoy Island,Aghalurcher,Kilmore,54.2348616744,-7.5269164196
Kennystown,Urney,Urney East,54.7845525443,-7.5192445069
Camalier,Drumlane,Ardue,54.1197411181,-7.5229070226
Gartaquill,Drumlane,Ardue,54.0819899296,-7.5147922568
Bellspark,Urney,Urney East,54.7930511401,-7.5223619043
Dunnaree,West Longfield,Drumquin,54.5974761421,-7.5155959912
Rathoscar,Fertagh,Glashare,52.7682880347,-7.5208548725
Edergole Island,Aghalurcher,Kilmore,54.2301107461,-7.5215537323
Keenogue,Kilskeery,Trillick,54.4667750654,-7.5184159951
Clonetoose,Fennagh,Fennagh,52.7055772605,-6.835862245
Drumbess,Killashandra,Corr,53.9676114992,-7.5160127778
Corry,Kinawley,Crum,54.1390392538,-7.5199552851
Drumcrow,Taughboyne,Feddyglass,54.8816937369,-7.519103705
Carran,Kilskeery,Trillick,54.4568856554,-7.5098757144
Tullymagough,Dromore,Moorfield,54.4885336192,-7.5197187774
Clogh,Abbeylara,Dalystown,53.7972353229,-7.516312087
Corbally,Dromore,Greenan,54.5234655599,-7.5143065326
Clady Blair,Ardstraw (Strabane Lower portion),Attaclady,54.7477383732,-7.4543900383
Calliaghstown,Kilmacnevan,Sonna,53.5567994507,-7.5117131515
Acres,Aghalurcher,Belle Isle,54.2817339478,-7.524367189
Tomkinroad,Drumlane,Ardue,54.1044632644,-7.5193212771
Derrygid,Killashandra,Killashandra,54.0217183269,-7.518494414
Teemore,Kinawley,Crum,54.1476300001,-7.5188582554
Kiltenamullagh,Aghalurcher,Maguiresbridge,54.299050245,-7.5176701539
Killahugh,Rathconrath,Rathconrath,53.5218864117,-7.5173165678
Woodsgift,Clomantagh,Tubbridbrittain,52.7094532483,-7.5135903854
Drumash,Kilskeery,Kilskeery,54.4446692028,-7.5190849252
Killee,Enniskillen,Lisbellaw,54.3528385129,-7.5079399451
Bordwell Little,Bordwell,Grantstown,52.8807846839,-7.5197005722
Drumrush,Drumlane,Ardue,54.1119921549,-7.5179848736
Magheracloy,Taughboyne,Treantaghmucklagh,54.9216678965,-7.5208133359
Ballyhast,Castletownkindalen,Castletown,53.4373534174,-7.5127919121
Derryallen,Kilskeery,Kilskeery,54.4251766102,-7.5151889567
Carrigaloe,Kilcash,Kilcash,52.4093738093,-7.5171596293
Sallaghan,Scrabby,Scrabby,53.8910542801,-7.5138601396
Rathclevin,Tubbridbritain,Tubbridbrittain,52.695264889,-7.5183730266
Ballylennan,Taughboyne,Feddyglass,54.8958438086,-7.5139844403
Crissaun,Churchtown,Churchtown,53.4839656289,-7.5127220819
Magheragar,Urney,Attaclady,54.7676050346,-7.5172482523
Gortgorgan,Kinawley,Crum,54.1703452072,-7.5146025781
Dunaff,Clonmany,Dunaff,55.2770703185,-7.5037751262
Drumkeeran Black,Killashandra,Corr,53.9580984846,-7.5206720092
Rathphelan,Offerlane,Donore,52.9447334277,-7.5165386298
Coyne,Churchtown,Churchtown,53.4779906771,-7.5153738383
Comeraghhouse,Kilrossanty,Comeragh,52.1977046261,-7.5140333396
Tober,Taughboyne,Killea,54.9519377536,-7.5119222987
Ederdacurragh,Aghalurcher,Belle Isle,54.2837662566,-7.5151351849
Laragh,Kilmacnevan,Kilbixy,53.5646321702,-7.5166927837
Magheralough,Kilskeery,Trillick,54.4511054749,-7.515999286
Culleen,Durrow,Durrow,53.3066870109,-7.5139361102
Beagho,Cleenish,Lisbellaw,54.3204615455,-7.5172161974
Ballysallagh (Tuite),Kilbixy,Sonna,53.5780894304,-7.5132996261
Newtowncunningham,Allsaints,Newtown Cunningham,54.992556559,-7.5161086521
Aghullaghy,Killashandra,Killashandra,53.9953107788,-7.5220475561
Aghamore North,Aghalurcher,Kilmore,54.2560394432,-7.5162151804
Garrynagree,Ballingarry,Farranrory,52.6246355699,-7.5146140953
Plaster,Allsaints,Newtown Cunningham,54.9833477932,-7.515064989
Colehill,Allsaints,Castleforward,55.0016787241,-7.5060207767
Lahard,Killashandra,Corr,53.9824056288,-7.5145185503
Garryhiggin,Tubbridbritain,Tubbridbrittain,52.6824993608,-7.5186434036
Drummullagh,Drumlane,Milltown,54.0534537307,-7.5173659799
Bruse,Killashandra,Bruce Hall,53.929564216,-7.5135731393
Cloonagh,Columbkille,Mullanalaghta,53.8379373583,-7.5165011819
Fahafeelagh,Ballylaneen,Ballylaneen,52.1806228799,-7.4470693334
Ballynaloan,Ardstraw (Strabane Lower portion),Magheracreggan,54.7037230172,-7.5174007154
Farranrory Lower,Ballingarry,Farranrory,52.6051406975,-7.5044540192
Boggan,Tullaroan,Ballybeagh,52.6561039248,-7.5132276577
Mangan,Templemichael,Garrangibbon,52.4606602995,-7.4489982192
Ballynabreen,Clonleigh,Clonleigh South,54.8361517918,-7.5165659418
Bellair or Cappanapinion,Kilmanman,Clonaslee,53.1444429893,-7.5129883831
Mulnagung,Clonleigh,Clonleigh North,54.8703676069,-7.513713386
Grange,Inch,Inch Island,55.0792254546,-7.509408326
Gorteen or Gorteenagarry,Kildallan,Killashandra,54.0376055139,-7.5184717533
Corratistune,Kinawley,Drummully,54.2027965494,-7.5135448598
Unshinagh Lower,Clonleigh,Clonleigh South,54.8142488861,-7.5177377267
Derrymacausey,Kinawley,Drummully,54.192505806,-7.5159845732
Loughanstown,Russagh,Rathowen,53.6674836117,-7.5163607501
Cornamucklagh,Scrabby,Scrabby,53.8650697462,-7.5155672988
Tirgormly,Drumlane,Ardue,54.1186709512,-7.5121442566
Bohernaghty,Offerlane,Castletown,52.9775725996,-7.5110163711
Ashtown,Fews,Fews,52.2318335759,-7.4832407789
Realtons,Kilskeery,Kilskeery,54.4139969333,-7.5136209066
Corrachrow,Aghalurcher,Kilmore,54.2512260831,-7.5103573889
Sharagore,Desertegny,Desertegny,55.2055950424,-7.4998405395
Drumettagh,Kinawley,Crum,54.1338199991,-7.5127006962
Ballynakill,Kilmanman,Clonaslee,53.1524423201,-7.5183781514
Baronstown Demesne,Kilbixy,Kilbixy,53.612001724,-7.5054769705
Moatfield,Granard,Granard Urban,53.7741322766,-7.5027188262
Ballyhoreen,Kilbixy,Kilbixy,53.5845976674,-7.4948528424
Knockaghy,Scrabby,Bruce Hall,53.9005123021,-7.5120672294
Mullinroe,Columbkille,Creevy,53.8199033894,-7.5121489502
Rathowen (Edward),Rathaspick,Rathowen,53.6463332483,-7.5175170427
Clonfad,Offerlane,Donore,52.9556800864,-7.5112298805
Gartacara,Drumlane,Ardue,54.0902701368,-7.5183405686
Aghmacart,Aghmacart,Kilnaseer,52.8236245944,-7.5096181335
Kilcorby,Drumlane,Ardue,54.1260593577,-7.5128814264
Ballyboy,Portloman,Tullaghan,53.5514166996,-7.4227963798
Treansallagh,Taughboyne,St Johnstown,54.9150460125,-7.5145129802
Beeverstown,Isertkieran,Mullinahone,52.5024063605,-7.5143635834
Glasstown or Port,Kildallan,Killashandra,54.0445203779,-7.5147904113
Drumconlester,Killashandra,Killashandra,53.9976623147,-7.5172591331
Srahcullen,Rearymore,Tinnahinch,53.1344911903,-7.5143265294
Ardarragh,Killashandra,Killashandra,53.9910419,-7.5164341089
Shureen and Ballynasuddery,Kilbeggan,Kilbeggan,53.3758665412,-7.5145379413
Ballydine,Kilmurry,Kilmurry,52.3644949208,-7.5068800254
Birchwood,Rearymore,Meelick,53.1389594411,-7.4517172071
Ballynafunshin,Rossconnell,Durrow,52.8422658878,-7.3488014939
Glebe,Desertegny,Desertegny,55.1833411954,-7.5118086368
Mullaghmakervy,Aghalurcher,Belle Isle,54.2885545394,-7.5139482679
Knockadrumalea,Stradbally,Stradbally,52.1309973245,-7.495970052
Knockalafalla,Rathgormuck,Glen,52.3264278182,-7.511690766
Kyleanoreashy,Kilcash,Kilcash,52.3841023373,-7.509223098
Balnagall,Granard,Granard Urban,53.7841714585,-7.5127002162
Kilbixy,Kilbixy,Kilbixy,53.5987853825,-7.5147003237
Snakeel,Kilmore,Killashandra,54.0284655406,-7.5101584314
Knockyoolahan East,Clonea,Clonea,52.1118693423,-7.5142088286
Macknan,Drumlane,Milltown,54.0631586106,-7.5157694336
Somersvilletown,Urney,Urney East,54.7900856199,-7.5166904061
Corry,Rathaspick,Glenlough,53.6256465786,-7.5071520902
Crew Lower,Ardstraw (Strabane Lower portion),Listymore,54.7129478247,-7.5136345044
Moneen,Clonleigh,Clonleigh North,54.8539532,-7.5130622193
Kill,Kilbixy,Sonna,53.5681705635,-7.4921106849
Simonstown,Rathconrath,Rathconrath,53.5451029936,-7.507736564
Ballyvoneen,Modeshil,Mullinahone,52.5268458146,-7.5046461205
Coney Island,Allsaints,Castleforward,55.0098085494,-7.5188714007
Ratyn,Ardstraw (Strabane Lower portion),Magheracreggan,54.6862909913,-7.5119953708
Rabstown,Urney,Urney East,54.7786822978,-7.5095387951
Coolnalingaddy,Mothel,Ross,52.2672694822,-7.5043823122
Leap,Aghaboe,Cuffsborough,52.890273839,-7.4933271252
Butlerstown,Kilsheelan,Kilsheelan,52.374705836,-7.5144832904
Skeaghcroum,Tubbridbritain,Tubbridbrittain,52.6766309149,-7.5152414217
Dalystown,Abbeylara,Dalystown,53.806255562,-7.5081571732
Adamstown,Castletownkindalen,Castletown,53.4524213141,-7.5102457227
Rathowen,Russagh,Rathowen,53.6583420056,-7.5158417294
Kylatlea,Kilvemnon,Anner,52.4655347504,-7.5128490671
Briska Lower,Kilrossanty,Comeragh,52.191702211,-7.5083791395
Newtown,Offerlane,Castletown,52.9630009012,-7.5056478776
Drumdran,Kilskeery,Kilskeery,54.4411384036,-7.5040213549
Adramone More,Kilrossanty,Foxâs Castle,52.1582010228,-7.5092350909
Paddock,Offerlane,Brisha,53.0265501854,-7.5074159866
Churchtown,Dysert,Glen,52.3505330443,-7.5068240468
Lechurragh,Street,Coolamber,53.727658139,-7.5110986667
Hollands,Clonleigh,Clonleigh North,54.8604275973,-7.5120726745
Ballynacroghy or Gallowstown,Kilbixy,Kilbixy,53.5929164249,-7.5066084842
Cavanacor,Clonleigh,Clonleigh North,54.8483071616,-7.5156120928
Mohober,Lismalin,Modeshil,52.5607107069,-7.4991100996
Leggandorragh,Clonleigh,Clonleigh South,54.824788489,-7.5079633568
Glascarn,Mullingar,Rathconrath,53.5248810338,-7.4994911082
Shanakill,Rathgormuck,Rathgormuck,52.2931886639,-7.5059309768
Castlenugent,Granard,Coolamber,53.7402446798,-7.5016521221
Bodgney,Dromore,Greenan,54.5319055272,-7.4975333469
Glengorm,Castletownkindalen,Castletown,53.410068986,-7.5125622091
Drumconor,Kinawley,Crum,54.1643738737,-7.5137198813
Churchfield,Offerlane,Castletown,52.9753528852,-7.4989395232
Ballyvoyle,Stradbally,Stradbally,52.1153750384,-7.5053543382
Joanstown,Rathaspick,Glenlough,53.6342483033,-7.495576584
Curraghnadeige,Kilmanman,Clonaslee,53.1608925364,-7.515008689
Ardragh,Ballingarry,Farranrory,52.6175078344,-7.4957534251
Dooish,West Longfield,Drumquin,54.5833545044,-7.4985022872
Mullaghmore,Aghalurcher,Maguiresbridge,54.3020433571,-7.4784312976
Balroe,Kilbixy,Sonna,53.56998586,-7.5033919196
Ballymoney,Burt,Burt,55.0353057066,-7.5072423749
Tievenny,Ardstraw (Strabane Lower portion),Churchlands,54.7240681053,-7.5035549778
Garranconnell,Tubbridbritain,Tubbridbrittain,52.6968722341,-7.5090114082
Clomantagh (Mt Garrett),Clomantagh,Clomantagh,52.7348059776,-7.5036279859
Glentown,Taughboyne,Treantaghmucklagh,54.9363948267,-7.5102559251
Cavandarragh,Ardstraw (Strabane Lower portion),Magheracreggan,54.6911692769,-7.5072295678
Moatavally,Street,Coolamber,53.7070088327,-7.5039444008
Gortlogher,Urney,Attaclady,54.760947347,-7.506063939
Drim,Offerlane,Brisha,53.0438240613,-7.5059312308
Drumkeeran More,Killashandra,Corr,53.9497654384,-7.5122905212
Creeny,Drumlane,Milltown,54.0684491289,-7.5082550144
Drumroo,Aghalurcher,Maguiresbridge,54.2985773853,-7.508516543
Srah,Kilbride,Tullamore Urban,53.2818482669,-7.5067371297
Kinkit,Urney,Attaclady,54.743381336,-7.5061334529
Graigue,Kilmanman,Clonaslee,53.1526125807,-7.5124485126
Haw,Clonleigh,Clonleigh South,54.8163904045,-7.5108688619
Corraclare Big,Kinawley,Drummully,54.1850585866,-7.5123888253
Derryasna,Aghalurcher,Kilmore,54.2466844355,-7.5110864597
Ballard,Lynally,Tullamore Rural,53.2546845444,-7.5078539649
Monablanchameen,Tubbridbritain,Tubbridbrittain,52.6703816423,-7.5102250949
Ballynacoska,Castletownkindalen,Castletown,53.4231281062,-7.5058797199
Drumcon,Aghalurcher,Kilmore,54.2603757772,-7.5108110427
Dergany (Neville),Dromore,Moorfield,54.4846477082,-7.5094205684
Blanket Nook,Burt,Burt,55.0144202813,-7.5033866421
Kilvemnon,Kilvemnon,Kilvemnon,52.4874374586,-7.4995404676
Lisky Glebe,West Longfield,Drumquin,54.6152624507,-7.5073240416
Boshinny,Cleenish,Lisbellaw,54.3182830132,-7.512552431
Drumleagues Big,Aghalurcher,Belle Isle,54.2683022663,-7.5081824371
Bulligs,Drumlane,Milltown,54.0613293025,-7.511121321
Boolabeg,Rathgormuck,Rathgormuck,52.2853641425,-7.5027361437
Portinure,Clonleigh,Clonleigh South,54.8221994427,-7.5073523931
Kilmore,Columbkille,Mullanalaghta,53.8456484484,-7.5058954658
Derrynagross,Killashandra,Killashandra,53.9980971222,-7.5103991362
Brockaghbeg,Kilmanman,Clonaslee,53.167546378,-7.5110737682
Curraghalane,Clonleigh,Clonleigh South,54.8234805502,-7.5000230347
Grange,Burt,Burt,55.023189404,-7.5027922764
Keenaghan,Drumlane,Ardue,54.1022145107,-7.5093728126
Meenagowan,Dromore,Dromore,54.501985653,-7.5071113333
Cloncollog,Kilbride,Tullamore Urban,53.2663379638,-7.4745164956
Wood,Clonleigh,Clonleigh South,54.8203104063,-7.5098274834
Treantagh,Taughboyne,Treantaghmucklagh,54.9265116051,-7.5080137633
Inchabride,Mothell,Muckalee,52.7381312268,-7.2544706954
Tullyannan,Allsaints,Castleforward,54.9768179174,-7.5057806232
Glasmullagh,Kinawley,Crum,54.1476980404,-7.5084275598
Flushtown,Urney,Urney East,54.8094702432,-7.5088077002
Rahaghan,Drumlane,Ardue,54.0899672502,-7.5116541571
Meeltoge,Drumlane,Ardue,54.0964763563,-7.5065978214
Listannagh,Taughboyne,Feddyglass,54.8835683022,-7.5096111838
Muiniagh,Kilbride,Tullamore Rural,53.2949383438,-7.510181541
Drumkillen,Kinawley,Crum,54.1775420419,-7.5099774552
Inchenny,Urney,Urney East,54.8023726595,-7.5087330779
Rathnugent,Castletownkindalen,Castletown,53.4291231708,-7.5099520025
Drumcase,Kildallan,Killashandra,54.0401307639,-7.5097212649
Cannonswood,Aghmacart,Kilnaseer,52.8395330069,-7.5051823324
Ballingowan,Kilrossanty,Foxâs Castle,52.1498292917,-7.5071444384
Rathgormuck,Rathgormuck,Glen,52.3134228185,-7.5069350745
Kilgort,Taughboyne,Killea,54.9457507027,-7.5012027188
Russagh,Russagh,Rathowen,53.6622855041,-7.5083144434
Knocknacreha,Rathgormuck,Glen,52.3077420243,-7.5084691366
Shanmullagh East,Kilskeery,Trillick,54.4727692267,-7.5025376821
Dreigh,Kilskeery,Kilskeery,54.4342514133,-7.5058973136
Sragh,Tubbridbritain,Tubbridbrittain,52.6809671275,-7.5071982928
Drumscra,West Longfield,Drumquin,54.6063324799,-7.5051738515
Chapelhill,Bordwell,Cuffsborough,52.8842317591,-7.508554673
Murlough,Clonleigh,Clonleigh South,54.8417226533,-7.5082724357
Mullinoly,Kilvemnon,Mullinahone,52.4987025317,-7.5054231852
Dingins,Scrabby,Bruce Hall,53.9032779262,-7.5039450964
Killycloghan,Kinawley,Crum,54.1304300992,-7.4821594467
Kilpatrick,Rathconrath,Sonna,53.5412775136,-7.5021651245
Derrylinneen,Kilmanman,Clonaslee,53.1585564254,-7.5114927507
Carrowfarnaghan,Drumlane,Ardue,54.108724352,-7.5064210955
Friarsland,Aghaboe,Kildellig,52.9160389703,-7.5069459294
Drumkerril,Drumlane,Milltown,54.0491726536,-7.5108943115
Cornamuck,Dromore,Greenan,54.5107588221,-7.5039800244
Ratoran,Enniskillen,Tempo,54.3763665176,-7.5029908825
Cornacausk,Street,Street,53.6921943995,-7.5016011157
Tinnaragh,Aghaboe,Grantstown,52.8899727334,-7.5116182616
Derrintinny,Drumlane,Milltown,54.0445106997,-7.4827758508
Ballyboe,Taughboyne,Feddyglass,54.8938478504,-7.5070148613
Lisryan,Street,Coolamber,53.7292766092,-7.4977822537
Affoley,Modeshil,Modeshil,52.5327612949,-7.5054967373
Drummay,Allsaints,Castleforward,54.9844198061,-7.4967949439
Bready,Taughboyne,Killea,54.9601685376,-7.4903495346
Glebe,Ballymachugh,Ballymachugh,53.8249890337,-7.3314875564
Archill,Ardstraw (Strabane Lower portion),Magheracreggan,54.6678993619,-7.5022741135
Shanvaghey,Bordwell,Grantstown,52.8779892407,-7.5037992558
Carrickone,Urney,Urney East,54.7871470041,-7.5115649238
Carrickbeg,Kilmoleran,Carrickbeg Rural,52.3370995413,-7.4165947242
Aghaknock,Killashandra,Drumcarban,53.9402963111,-7.5058194812
Piercefield,Portnashangan,Portloman,53.5926994683,-7.4498321427
Churchtownhill,Dysert,Glen,52.3412927379,-7.5020629731
Foilmarnel Lower,Ballingarry,Farranrory,52.5929293015,-7.5087623152
Cuffsborough,Aghaboe,Cuffsborough,52.8983225271,-7.4983328056
Inishturk,Aghalurcher,Kilmore,54.2191034428,-7.5089043862
Ballybeagh,Tullaroan,Ballybeagh,52.6615142372,-7.4918350991
Inchenny Upper,Urney,Urney East,54.7950229507,-7.5062236139
Oughterard,Dromore,Greenan,54.5256661568,-7.4997131545
Glebe,Rearymore,Tinnahinch,53.134065018,-7.5030396932
Cornashannel,Aghalurcher,Maguiresbridge,54.3055053812,-7.5095048925
Mullingee,Granard,Granard Urban,53.7829657891,-7.5048573124
Cuddagh,Offerlane,Donore,52.947081128,-7.4963859994
Killyrover,Aghalurcher,Belle Isle,54.2793687836,-7.5036386956
Butlerstown,Kilmurry,Kilmurry,52.3770716053,-7.499179331
Coolacurragh,Coolkerry,Grantstown,52.8575147679,-7.5069611908
Brisha,Offerlane,Brisha,53.0725779484,-7.5027825901
Drumnoose,Drumlane,Milltown,54.057309118,-7.5060253693
Corbally,Kilmanman,Clonaslee,53.1513273269,-7.507556558
Creaghamanone Island,Aghalurcher,Kilmore,54.2325160412,-7.5118350071
Darbyshill,Clomantagh,Tubbridbrittain,52.717119352,-7.5043864074
Quivvy,Killashandra,Corr,53.9546703725,-7.5082980075
Curryann,Aghalurcher,Maguiresbridge,54.292712029,-7.5053016402
Drumcullion,Killashandra,Corr,53.9705331698,-7.5068719992
Kinmore,Aghalurcher,Kilmore,54.2444491608,-7.4987772433
Artidowney,Drumlane,Ardue,54.0925187247,-7.5088482338
Tullyannan Glebe,Allsaints,Castleforward,54.9731981982,-7.502020167
Knockarevan,Kinawley,Crum,54.1579271974,-7.5054720985
New Park,Dromore,Dromore,54.4916296993,-7.4947664519
Shanacool,Stradbally,Foxâs Castle,52.1339128382,-7.505732296
Clooneen,Kildallan,Killashandra,54.0353570562,-7.5060236597
Listicall Upper,Taughboyne,Killea,54.964317209,-7.4977898972
Drumclamph,Ardstraw (Strabane Lower portion),Magheracreggan,54.6981152302,-7.5017555465
Hawkswood,Geashill,Killeigh,53.2257019115,-7.4993132825
Tristernagh Demesne,Kilbixy,Kilbixy,53.5994362373,-7.4803147823
Derrycon,Offerlane,Brisha,53.0566293524,-7.498570806
Broadmore,Callan,Callan Rural,52.5427500597,-7.4187615161
Meenalooban,Desertegny,Desertegny,55.17632041,-7.504816157
Conranstown,Castletownkindalen,Churchtown,53.4585003961,-7.5031752462
Gormagh,Durrow,Durrow,53.309923891,-7.5005592474
Tennyphobble,Granard,Granard Rural,53.7660352494,-7.4777239742
Meeniska,Kilbeggan,Kilbeggan,53.3730328847,-7.5070099852
Ballintaggart,Ballingarry,Modeshil,52.5791439664,-7.489802044
Effernan Glebe,Kilskeery,Kilskeery,54.4185413685,-7.4993394038
Killymackan,Kinawley,Crum,54.1378404726,-7.4963010708
Drumgoon,Killashandra,Corr,53.985413441,-7.500541551
Aghancarnan,Durrow,Durrow,53.3195562246,-7.5044368779
Drumcarey,Killashandra,Bruce Hall,53.9160532377,-7.5048258033
Blanchfieldsbog,Tubbridbritain,Tubbridbrittain,52.6677651059,-7.5021586087
Legnatraw,Taughboyne,St Johnstown,54.9113075765,-7.498153345
Peacockbank,Urney,Attaclady,54.774378621,-7.5037069317
Toorlisnamore,Castletownkindalen,Ballynagore,53.400181147,-7.4930147308
Boyle,Rearymore,Tinnahinch,53.1381255458,-7.5076464819
Kinkeel,Killashandra,Killashandra,54.0047236616,-7.503896392
Kilcomeragh,Kilrossanty,Comeragh,52.2032226573,-7.5036969075
Curry,Street,Coolamber,53.715525524,-7.4939790343
Carricknaslate,Clonleigh,Clonleigh South,54.8279591057,-7.5009793879
Clashbeg,Modeshil,Modeshil,52.5392812355,-7.5018161925
Derrygolan,Geashill,Killeigh,53.2388695323,-7.4995030568
Churchtown,Offerlane,Castletown,52.9706986607,-7.5046278333
Ballyhasky,Allsaints,Castleforward,54.9918232969,-7.5018973588
Aughmore,Rathgormuck,Glen,52.3179352808,-7.4998167938
Inishcollan,Aghalurcher,Kilmore,54.2341554082,-7.5030518424
Mayladstown,Kilcash,Kilcash,52.4033007197,-7.501435293
Millwood,Aghalurcher,Maguiresbridge,54.3168212716,-7.5015479006
Prospect,Urney,Urney East,54.7879061916,-7.5048448208
Grangegibbon,Kilbeggan,Kilbeggan,53.3794655803,-7.5036434022
Cloncose,Killashandra,Crossdoney,53.947613009,-7.5041230007
Trannish,Aghalurcher,Kilmore,54.2113316082,-7.5022179847
Glack,Inch,Inch Island,55.072450126,-7.4966978949
Cross,Aghaboe,Kildellig,52.9201512991,-7.4961612288
Inishcorkish,Aghalurcher,Kilmore,54.2249759858,-7.5039674581
Ballycushion,Taughboyne,Killea,54.9523359272,-7.4998394073
Kildrinagh,Tubbridbritain,Tubbridbrittain,52.6879808444,-7.496733488
Snowhill,Cleenish,Lisbellaw,54.3227193528,-7.4990857563
Drumlougher,Allsaints,Castleforward,54.9735919045,-7.4899142756
Oldborris,Offerlane,Castletown,52.9815654764,-7.5003070166
Lifford Common,Clonleigh,Clonleigh South,54.8359600594,-7.4995853394
Drumbominy,Kinawley,Crum,54.1648170162,-7.5033764387
Curraghamulkin,West Longfield,Drumquin,54.5620028872,-7.4921627463
Trasna Island,Kinawley,Drummully,54.1959136921,-7.5033662291
Craddockstown,Tubbridbritain,Tubbridbrittain,52.7001831853,-7.4999759693
Cordalea,Kilmore,Killashandra,54.0185013251,-7.503037053
Dernagilly,Kilskeery,Trillick,54.4576928442,-7.4928573236
Cordromedy,Kilskeery,Trillick,54.4476900324,-7.5001266807
Magonragh,Enniskillen,Lisbellaw,54.3434637552,-7.4990886125
Drumbad More,Aghalurcher,Kilmore,54.2591177728,-7.5025803105
Derryallen Glebe,Kilskeery,Kilskeery,54.424598484,-7.5060673874
Bawnavrona Upper,Kilvemnon,Mullinahone,52.5189884547,-7.5007141079
Urrismenagh,Clonmany,Dunaff,55.2429366784,-7.4895812843
Benalbit and Derryroe,Castletownkindalen,Ballynagore,53.4116713929,-7.4940230965
